scenario_id	application	screen_flow	reference_state	current_main_state	components_involved	visual_proof	interaction_proof	current_defect_regression	root_component_owners	app_owner	owning_task_ids
SC-EDITABLE-CELL	showcase	editabletables	showcase-scenarios.tsv#SC-EDITABLE-CELL; O:pages/editable.rs:14,116;O:app_tests.rs:323	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/editabletables	Table,TextInput,validation	REQUIRED-UNCAPTURED V:SC-EDITABLE-CELL; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-EDITABLE-CELL	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;grid-parity;runtime-input;scroll-parity;text-core;theme-paint	showcase-editabletables	TASK-002;TASK-034;TASK-039;TASK-069
SC-EDITABLE-MOUSE	showcase	editabletables	showcase-scenarios.tsv#SC-EDITABLE-MOUSE; O:pages/editable.rs:116;O:src/widgets/table.rs	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/editabletables	Table,HitRegistry,text-edit	REQUIRED-UNCAPTURED V:SC-EDITABLE-MOUSE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-EDITABLE-MOUSE	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;runtime-input;scroll-parity;text-core;theme-paint	showcase-editabletables	TASK-002;TASK-034;TASK-039;TASK-069
SC-PANEL-SCROLL	showcase	panels	showcase-scenarios.tsv#SC-PANEL-SCROLL; O:pages/panels.rs:158	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/panels	Panel,ScrollPanel,List,fade	REQUIRED-UNCAPTURED V:SC-PANEL-SCROLL; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-PANEL-SCROLL	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;output-text;runtime-input;scroll-parity;theme-paint	showcase-panels	TASK-002;TASK-036;TASK-039;TASK-069
SC-SIDEBAR-MODES	showcase	sidebars	showcase-scenarios.tsv#SC-SIDEBAR-MODES; O:pages/sidebars.rs:123,173,453	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/sidebars	NavList,Button,scrollbar	REQUIRED-UNCAPTURED V:SC-SIDEBAR-MODES; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-SIDEBAR-MODES	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;runtime-input;scroll-parity;theme-paint	showcase-sidebars	TASK-002;TASK-037;TASK-039;TASK-069
SC-DIALOG-CONFIRM	showcase	dialogs	showcase-scenarios.tsv#SC-DIALOG-CONFIRM; O:pages/dialogs.rs:49,155;O:app_tests.rs:454	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/dialogs	Dialog,Button,focus	REQUIRED-UNCAPTURED V:SC-DIALOG-CONFIRM; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-DIALOG-CONFIRM	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;output-text;overlays;runtime-input;theme-paint	showcase-dialogs	TASK-002;TASK-038;TASK-039;TASK-069
SC-DIALOG-PROMPT	showcase	dialogs	showcase-scenarios.tsv#SC-DIALOG-PROMPT; O:pages/dialogs.rs:25,49;O:app_tests.rs:480	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/dialogs	Dialog,TextInput,validation	REQUIRED-UNCAPTURED V:SC-DIALOG-PROMPT; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-DIALOG-PROMPT	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;output-text;overlays;runtime-input;text-core;theme-paint	showcase-dialogs	TASK-002;TASK-038;TASK-039;TASK-069
SC-DIALOG-CHOICES	showcase	dialogs	showcase-scenarios.tsv#SC-DIALOG-CHOICES; O:pages/dialogs.rs:66,155	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/dialogs	Dialog,overlay	REQUIRED-UNCAPTURED V:SC-DIALOG-CHOICES; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-DIALOG-CHOICES	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	output-text;overlays;runtime-input;theme-paint	showcase-dialogs	TASK-002;TASK-038;TASK-039;TASK-069
SC-PROGRESS-RUN	showcase	progress	showcase-scenarios.tsv#SC-PROGRESS-RUN; O:pages/progress.rs:180	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/progress	Progress,Spinner,clock	REQUIRED-UNCAPTURED V:SC-PROGRESS-RUN; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-PROGRESS-RUN	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;runtime-input;theme-paint	showcase-progress	TASK-002;TASK-036;TASK-039;TASK-069
SC-SCROLL-OWNERS	showcase	scrolling	showcase-scenarios.tsv#SC-SCROLL-OWNERS; O:app_tests.rs:814,878;O:pages/scrolling.rs:113	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/scrolling	ScrollPanel,List,scrollbar,fade	REQUIRED-UNCAPTURED V:SC-SCROLL-OWNERS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-SCROLL-OWNERS	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;output-text;runtime-input;scroll-parity;theme-paint	showcase-scrolling	TASK-002;TASK-036;TASK-039;TASK-069
SC-SCROLL-THUMB	showcase	scrolling	showcase-scenarios.tsv#SC-SCROLL-THUMB; O:app_tests.rs:736,777	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/scrolling	scrollbar,layout	REQUIRED-UNCAPTURED V:SC-SCROLL-THUMB; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-SCROLL-THUMB	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;runtime-input;scroll-parity;theme-paint	showcase-scrolling	TASK-002;TASK-036;TASK-039;TASK-069
SC-TERMINAL-RUN	showcase	terminal	showcase-scenarios.tsv#SC-TERMINAL-RUN; O:pages/terminal.rs:34,139	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/terminal	TerminalViewport,StepRail,Spinner	REQUIRED-UNCAPTURED V:SC-TERMINAL-RUN; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-TERMINAL-RUN	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;output-text;runtime-input;scroll-parity;theme-paint	showcase-terminal	TASK-002;TASK-036;TASK-039;TASK-069
SC-TERMINAL-SELECT	showcase	terminal	showcase-scenarios.tsv#SC-TERMINAL-SELECT; O:pages/terminal.rs:271;O:src/widgets/viewport.rs:1352;O:app_tests.rs:982	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/terminal	TerminalViewport,selection,SplitPane	REQUIRED-UNCAPTURED V:SC-TERMINAL-SELECT; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-TERMINAL-SELECT	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;fields-edit;output-text;runtime-input;scroll-parity;text-core;theme-paint	showcase-terminal	TASK-002;TASK-036;TASK-039;TASK-069
SC-EDITOR-EDIT	showcase	codeeditor	showcase-scenarios.tsv#SC-EDITOR-EDIT; O:pages/editor.rs:438;O:src/widgets/code.rs:285,406	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/codeeditor	CodeEditor,text-edit,search	REQUIRED-UNCAPTURED V:SC-EDITOR-EDIT; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-EDITOR-EDIT	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	code-diff;runtime-input;scroll-parity;text-core;theme-paint	showcase-codeeditor	TASK-002;TASK-036;TASK-039;TASK-069
SC-EDITOR-COMPLETE	showcase	codeeditor	showcase-scenarios.tsv#SC-EDITOR-COMPLETE; O:pages/editor.rs:217,254,438;O:src/widgets/completion.rs:99	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/codeeditor	Completion,CodeEditor,overlay	REQUIRED-UNCAPTURED V:SC-EDITOR-COMPLETE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-EDITOR-COMPLETE	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	code-diff;overlays;runtime-input;scroll-parity;text-core;theme-paint	showcase-codeeditor	TASK-002;TASK-036;TASK-039;TASK-069
SC-EDITOR-RUN	showcase	codeeditor	showcase-scenarios.tsv#SC-EDITOR-RUN; O:pages/editor.rs:269,279,438	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/codeeditor	CodeEditor,diagnostics,clock	REQUIRED-UNCAPTURED V:SC-EDITOR-RUN; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-EDITOR-RUN	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	code-diff;runtime-input;scroll-parity;text-core;theme-paint	showcase-codeeditor	TASK-002;TASK-036;TASK-039;TASK-069
SC-DIFF-MODES	showcase	diff	showcase-scenarios.tsv#SC-DIFF-MODES; O:pages/diff.rs:62,103,210	missing route and view; M:apps/showcase/src/app.rs;pages/diff	DiffView,TerminalViewport,Button	REQUIRED-UNCAPTURED V:SC-DIFF-MODES; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-DIFF-MODES	SC-DIFF: main has 22 pages; oracle has 23 including Diff	chrome;code-diff;output-text;runtime-input;scroll-parity;text-core;theme-paint	showcase-diff	TASK-002;TASK-036;TASK-039;TASK-069
SC-DIFF-SELECT	showcase	diff	showcase-scenarios.tsv#SC-DIFF-SELECT; O:pages/diff.rs:103,234,300	missing route and view; M:apps/showcase/src/app.rs;pages/diff	DiffView,TerminalViewport,selection	REQUIRED-UNCAPTURED V:SC-DIFF-SELECT; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-DIFF-SELECT	SC-DIFF: main has 22 pages; oracle has 23 including Diff	code-diff;fields-edit;output-text;runtime-input;scroll-parity;text-core;theme-paint	showcase-diff	TASK-002;TASK-036;TASK-039;TASK-069
SC-GRID-NAV	showcase	datagrid	showcase-scenarios.tsv#SC-GRID-NAV; O:src/widgets/grid.rs:975;O:pages/grid.rs:325	incompatible interactive model; M:apps/showcase/src/app.rs;pages/datagrid	DataGrid,selection,sort,scroll	REQUIRED-UNCAPTURED V:SC-GRID-NAV; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-GRID-NAV	SC-GRID: metrics row model beneath customer paint lacks oracle eight-column editable customer flow	fields-edit;grid-parity;runtime-input;scroll-parity;text-core;theme-paint	showcase-datagrid	TASK-002;TASK-034;TASK-039;TASK-069
SC-GRID-EDIT	showcase	datagrid	showcase-scenarios.tsv#SC-GRID-EDIT; O:pages/grid.rs:198,269,325	incompatible interactive model; M:apps/showcase/src/app.rs;pages/datagrid	DataGrid,Field,commit,clock	REQUIRED-UNCAPTURED V:SC-GRID-EDIT; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-GRID-EDIT	SC-GRID: metrics row model beneath customer paint lacks oracle eight-column editable customer flow	fields-edit;grid-parity;runtime-input;scroll-parity;text-core;theme-paint	showcase-datagrid	TASK-002;TASK-034;TASK-039;TASK-069
SC-GRID-QUEUE	showcase	datagrid	showcase-scenarios.tsv#SC-GRID-QUEUE; O:pages/grid.rs:147,198;O:src/widgets/grid.rs:1116	incompatible interactive model; M:apps/showcase/src/app.rs;pages/datagrid	DataGrid,Dialog,Props,paging	REQUIRED-UNCAPTURED V:SC-GRID-QUEUE; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-GRID-QUEUE	SC-GRID: metrics row model beneath customer paint lacks oracle eight-column editable customer flow	chrome;grid-parity;output-text;overlays;runtime-input;scroll-parity;theme-paint	showcase-datagrid	TASK-002;TASK-034;TASK-039;TASK-069
SC-GRID-ACTIONS	showcase	datagrid	showcase-scenarios.tsv#SC-GRID-ACTIONS; O:pages/grid.rs:198;O:src/widgets/grid.rs:1053,1145	incompatible interactive model; M:apps/showcase/src/app.rs;pages/datagrid	DataGrid,Toolbar,HitRegistry	REQUIRED-UNCAPTURED V:SC-GRID-ACTIONS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-GRID-ACTIONS	SC-GRID: metrics row model beneath customer paint lacks oracle eight-column editable customer flow	grid-parity;runtime-input;scroll-parity;theme-paint	showcase-datagrid	TASK-002;TASK-034;TASK-039;TASK-069
SC-CHIP-FILTERS	showcase	chipsselects	showcase-scenarios.tsv#SC-CHIP-FILTERS; O:pages/chips.rs:76,270;O:src/widgets/chips.rs:91	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/chipsselects	ChipBar,Segments,EmptyState	REQUIRED-UNCAPTURED V:SC-CHIP-FILTERS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-CHIP-FILTERS	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;fields-edit;runtime-input;theme-paint	showcase-chipsselects	TASK-002;TASK-037;TASK-039;TASK-069
SC-CHIP-SELECTS	showcase	chipsselects	showcase-scenarios.tsv#SC-CHIP-SELECTS; O:pages/chips.rs:270;O:src/widgets/select.rs:76	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/chipsselects	Select,overlay,focus	REQUIRED-UNCAPTURED V:SC-CHIP-SELECTS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-CHIP-SELECTS	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;fields-edit;overlays;runtime-input;theme-paint	showcase-chipsselects	TASK-002;TASK-037;TASK-039;TASK-069
SC-PICKER-QUICK	showcase	pickers	showcase-scenarios.tsv#SC-PICKER-QUICK; O:pages/pickers.rs:132,241,381;O:src/widgets/picker.rs:272	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/pickers	Picker,text-edit,overlay	REQUIRED-UNCAPTURED V:SC-PICKER-QUICK; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-PICKER-QUICK	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	overlays;runtime-input;scroll-parity;text-core;theme-paint	showcase-pickers	TASK-002;TASK-038;TASK-039;TASK-069
SC-PICKER-TABS-LEVEL	showcase	pickers	showcase-scenarios.tsv#SC-PICKER-TABS-LEVEL; O:pages/pickers.rs:105,132,241	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/pickers	Picker,selection	REQUIRED-UNCAPTURED V:SC-PICKER-TABS-LEVEL; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-PICKER-TABS-LEVEL	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;overlays;runtime-input;scroll-parity;text-core;theme-paint	showcase-pickers	TASK-002;TASK-038;TASK-039;TASK-069
SC-CHROME-MENUS	showcase	chrome	showcase-scenarios.tsv#SC-CHROME-MENUS; O:pages/chrome.rs:115,135,250	migrated; exact parity unverified; M:apps/showcase/src/app.rs;pages/chrome	MenuBar,Menu,StatusBar,KeyHints,List	REQUIRED-UNCAPTURED V:SC-CHROME-MENUS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-CHROME-MENUS	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;overlays;runtime-input;scroll-parity;theme-paint	showcase-chrome	TASK-002;TASK-038;TASK-039;TASK-069
SC-SETTINGS-GENERAL	showcase	settings	showcase-scenarios.tsv#SC-SETTINGS-GENERAL; O:pages/settings.rs:276,494	partial; General/Environment behavior absent; M:apps/showcase/src/app.rs;pages/settings	Tabs,Field,TextArea,RadioGroup,Toggle,Dialog	REQUIRED-UNCAPTURED V:SC-SETTINGS-GENERAL; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-SETTINGS-GENERAL	SC-SETTINGS: historical paint does not implement live controls; member cell editing missing	collections;fields-edit;output-text;overlays;runtime-input;text-core;theme-paint	showcase-settings	TASK-002;TASK-035;TASK-039;TASK-069
SC-SETTINGS-MEMBERS	showcase	settings	showcase-scenarios.tsv#SC-SETTINGS-MEMBERS; O:pages/settings.rs:28,276,494,555	partial; General/Environment behavior absent; M:apps/showcase/src/app.rs;pages/settings	Tabs,Table,Dialog,Button	REQUIRED-UNCAPTURED V:SC-SETTINGS-MEMBERS; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; showcase-scenarios.tsv#SC-SETTINGS-MEMBERS	SC-SETTINGS: historical paint does not implement live controls; member cell editing missing	chrome;collections;grid-parity;output-text;overlays;runtime-input;scroll-parity;theme-paint	showcase-settings	TASK-002;TASK-035;TASK-039;TASK-069
