id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship
A58	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §64:8310-8315 historical gesture text; current UI authority 02f5294bfdbf38004cc49130d0aff1d01f31434c:src/widgets/grid.rs:1225-1235;1294-1346 supersedes the universal single-move/double-activate product rule	Grid gesture metadata and logical row identity retained; oracle current-cell completed click enters editable begin_edit or emits read-only Activated; different cell moves cursor without activation; no synthetic semantic selection/edit flags	accepted_with_oracle_update	a1759b2a	grid;conformance	compare_new_oracle	Freeze routed current-cell versus different-cell, editable versus read-only, active-range-anchor and partial/non-routable geometry cases. With no active edit, no anchor and no trailing-reference interception, one completed current-cell click invokes begin_edit when editable or emits GridEvent::Activated(source_row) when read-only; another cell moves cursor without activation. A registered but locate-excluded partial cell remains ignored. Retain keyboard and source-key identity proof; do not restore universal double-click prerequisite or F04 unchecked mutation	source-qualified current/different cell x editable/read-only action/state matrix; partial-cell no-op and anchor/reference/editor priority branches; exact four-size geometry and keyed reorder witness	TASK-022	docs/refactoring-plan/historical-obligations.tsv:59	global semantic anchor; supplemental clauses retained
A59	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §65	Grid loading/error is empty/local fetch/decor state; no whole-grid status broadcasting	accepted	a1759b2a	grid	retain_and_verify	Loaded cells preserve presentation while fetch row changes	empty/fetch/error states	TASK-022	docs/refactoring-plan/historical-obligations.tsv:60	global semantic anchor; supplemental clauses retained
A60	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §52	register_focus_only is explicit no-hit API; ClickOnly no-op and area remains absent	accepted	a1759b2a	ui;focus	retain_and_verify	Zero area ring entry and no phantom click	focus-only tests	TASK-010	docs/refactoring-plan/historical-obligations.tsv:61	global semantic anchor; supplemental clauses retained
A61	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §53	Tree cached keyed incremental index contains derived identities, never owned text/model	accepted_rejects_full_scan	a1759b2a	tree;runtime cache	retain_and_verify	Warm draw/update O(viewport); subtree toggle proportional	tree_100k counters	TASK-020;TASK-067	docs/refactoring-plan/historical-obligations.tsv:62	global semantic anchor; supplemental clauses retained
A62	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §53	Tree filtering includes matches/ancestors independently of saved expansion; clearing restores exact expansion	accepted	a1759b2a	tree	retain_and_verify	Filter revision/reorder/selection and navigation tests	tree query properties	TASK-020	docs/refactoring-plan/historical-obligations.tsv:63	global semantic anchor; supplemental clauses retained
A63	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §60	Tree chosen marker occupies reserved cell and follows stable key without new hit geometry	accepted	a1759b2a	tree	compare_new_oracle	Set/Clear/Inherit and reorder visible output	tree chosen frames	TASK-020	docs/refactoring-plan/historical-obligations.tsv:64	global semantic anchor; supplemental clauses retained
A64	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §50	Chip checked-set uses CHECKED marker; AddRequested carries no fabricated item key	accepted	a1759b2a	chips	retain_and_verify	Real-item collision and keyboard/mouse AddRequested	Chip actions and parts	TASK-020	docs/refactoring-plan/historical-obligations.tsv:65	global semantic anchor; supplemental clauses retained
A65	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §50	Radio caller value distinct from cursor; initial seeding only, commit requests caller change	accepted	a1759b2a	choice	retain_and_verify	External value change does not retarget established cursor	controlled radio tests	TASK-018	docs/refactoring-plan/historical-obligations.tsv:66	global semantic anchor; supplemental clauses retained
A66	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §51	Status hover keyed per live label; unkeyed/static/blank regions clear it	accepted	e72aef5;a1759b2a	statusbar;runtime	retain_and_verify	Sibling styles unchanged and keyboard suppression	status hover tests	TASK-028	docs/refactoring-plan/historical-obligations.tsv:67	global semantic anchor; supplemental clauses retained
A67	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §57	NavList Chose distinct from EnterContent; shell alone focuses content	accepted	a1759b2a	nav_list;showcase	retain_and_verify	Right/l versus Enter/Space/click and collapsed layouts	sidebar_contract	TASK-020;TASK-032	docs/refactoring-plan/historical-obligations.tsv:68	global semantic anchor; supplemental clauses retained
A68	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §58	Steps skipped remains read-only inspectable/navigable terminal state; stable action keys	accepted	a1759b2a	steps	retain_and_verify	Whole-disabled differs from skipped; boundary no-op	Steps lifecycle tests	TASK-020;TASK-030	docs/refactoring-plan/historical-obligations.tsv:69	global semantic anchor; supplemental clauses retained
A69	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §59	Steps frontier derived/incremental with explicit invalidation and saturation recomputation	accepted	a1759b2a	steps	retain_and_verify	Monotonic progression versus regress/reorder/reset counters	Steps perf/accessor gates	TASK-020;TASK-067	docs/refactoring-plan/historical-obligations.tsv:70	global semantic anchor; supplemental clauses retained
A70	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §67	Picker/FilterList/Completion consume semantic AsItem; renderer does not define filtering or identity	accepted_amended	a1759b2a	picker;filter_list;completion	retain_and_verify	Borrowed non-Clone non-Display model and RowFn-only compile failure	semantic item tests	TASK-024	docs/refactoring-plan/historical-obligations.tsv:71	global semantic anchor; supplemental clauses retained
A71	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §67	Completion insertion uses insert text, falling back to label; matches index original graphemes	accepted	a1759b2a	completion;filter	retain_and_verify	Distinct insert/label and Unicode transformed search	completion insert tests	TASK-024	docs/refactoring-plan/historical-obligations.tsv:72	global semantic anchor; supplemental clauses retained
A72	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §67	Menu hover changes cursor only on enabled Move; other pointer phases do not masquerade as hover	accepted	a1759b2a	menu;runtime	retain_and_verify	Phase-by-phase cursor/action counts	menu pointer tests	TASK-023	docs/refactoring-plan/historical-obligations.tsv:73	global semantic anchor; supplemental clauses retained
A73	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §69	Conformance reveals offscreen stable item before identity click or fails; no empty reveal success	accepted	a1759b2a	tui-testing conformance	retain_and_verify	Reorder target out of viewport; click exact key	case12 reveal	TASK-031	docs/refactoring-plan/historical-obligations.tsv:74	global semantic anchor; supplemental clauses retained
A74	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §69	Pressed PartRef styles only actual Grid row/cell/action or ScrollRegion thumb	accepted	a1759b2a	runtime;grid;scroll_region	retain_and_verify	Sibling and whole-container press isolation	pressed-part tests	TASK-010;TASK-014;TASK-022	docs/refactoring-plan/historical-obligations.tsv:75	global semantic anchor; supplemental clauses retained
A75	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §71	Select closed/open glyph roles preserve discriminants, one-cell size and field placement; Set/Clear authoritative	accepted	a1759b2a	select;theme glyphs	compare_new_oracle	No closed-field SELECTED contamination; popup chosen exactly once	Select marker/mono frames	TASK-018	docs/refactoring-plan/historical-obligations.tsv:76	global semantic anchor; supplemental clauses retained
A76	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §62	TextViewport mono selection changes style without geometry shift	accepted	a1759b2a	viewport	compare_new_oracle	All selection endpoints and Unicode cell equality	viewport mono selection	TASK-021	docs/refactoring-plan/historical-obligations.tsv:77	global semantic anchor; supplemental clauses retained
A77	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §70	Viewport exact wrapped prefix caches derived work; append suffix only, warm no index scans	accepted	a1759b2a	viewport	retain_and_verify	Cold/reflow versus append/warm work, saturation and same-length edit	viewport work probes	TASK-021;TASK-067	docs/refactoring-plan/historical-obligations.tsv:78	global semantic anchor; supplemental clauses retained
A78	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §70	Viewport probes caller-owned testing-only counters, no global cross-test contamination	accepted	a1759b2a	viewport testing API	retain_and_verify	Concurrent independent probe assertions	viewport probe tests	TASK-021;TASK-067	docs/refactoring-plan/historical-obligations.tsv:79	global semantic anchor; supplemental clauses retained
A79	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §63	TooSmall owns notice hierarchy and four-line geometry with isolated theme overrides	accepted	a1759b2a	too_small;apps	compare_new_oracle	Tiny states and transition restoration across apps	TooSmall conformance	TASK-027	docs/refactoring-plan/historical-obligations.tsv:80	global semantic anchor; supplemental clauses retained
A80	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15 K1	Form values caller-owned, declaration-order focus, conditional fields, sections and pairs	accepted	7899678d;a1759b2a	form;app adapters	retain_and_verify	All field kinds and real forms across sizes	Form F1-F13	TASK-019	docs/refactoring-plan/historical-obligations.tsv:81	global semantic anchor; supplemental clauses retained
A81	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15 K1	Hidden fields contribute no geometry/focus but retain eligible drafts; removed/shape/sensitivity changes erase stale drafts	accepted_amended	e49de3f8	form	retain_and_verify	Stable Id reorder and dynamic ownership transitions	Form sensitivity tests	TASK-019	docs/refactoring-plan/historical-obligations.tsv:82	global semantic anchor; supplemental clauses retained
A82	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15 K1	Submit commits active edit then visible validation then cross-field validation; first error revealed/focused	accepted_clarified_by_ADJ-12	a1759b2a	form	first_implementation_failfast_incomplete_against_total_validation_contract	ADJ-12: commit active edit once; validate every visible field exactly once in declaration order and store all field errors through existing sensitivity-safe storage; cross-validation only if all per-field checks pass; reveal/focus/emit Invalid only for first failure; preserve oracle TablePro simultaneous name/port errors	Exact callback and all-error-state logs; first/middle/last invalid; hidden skip; cross gating; two-invalid-field oracle frames	TASK-019	docs/refactoring-plan/historical-obligations.tsv:83	global semantic anchor; supplemental clauses retained
A83	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §24 M3	Form options/value borrowed in one mutable access; standalone choices retain borrowed generic phase data	accepted_amended	7899678d	form;field_control;choice	retain_and_verify	No option copy and phase agreement; compile borrow cases	FormData examples	TASK-018;TASK-019	docs/refactoring-plan/historical-obligations.tsv:84	global semantic anchor; supplemental clauses retained
A84	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §67	Inherited/configured disabled combine before value borrow; TextTarget sealed for String/Secret	accepted	a1759b2a	form;fields	retain_and_verify	Dynamic disable, secret editing without Clone	form bridges	TASK-016;TASK-019	docs/refactoring-plan/historical-obligations.tsv:85	global semantic anchor; supplemental clauses retained
A85	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15,§25	Secret no Clone/Eq/Serialize and redacted Debug/display; synthetic mask never leaks content	accepted	7899678d;e49de3f8;c936d51f	secret;fields;apps	retain_and_verify	Leak sentinels across values/errors/capture/log/cancel	secret compile-fail;security tests	TASK-016;TASK-019	docs/refactoring-plan/historical-obligations.tsv:86	global semantic anchor; supplemental clauses retained
A86	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15,§25	Owner clears secrets on close/cancel with best-effort safe-Rust zeroization; no guaranteed-erasure claim	accepted_amended	7899678d	secret;form;apps	retain_and_verify	Ownership clearing and no exposed copies	secret lifecycle tests	TASK-016;TASK-019;TASK-043;TASK-052	docs/refactoring-plan/historical-obligations.tsv:87	global semantic anchor; supplemental clauses retained
